trip_log_id,driver_id,vehicle_id,car_name,current_battery_pct,battery_capacity_kwh,current_speed_kmh,ac_status,route_type,outside_temperature_c,elevation_ahead,driver_efficiency_score,distance_to_destination_km,actual_remaining_range_km
RT_LOG_01516,USR_DRV_03,EV_06,Mahindra XUV 3XO EV,35.9,39.4,36,0,City,31.2,Flat,0.92,32.6,155.5
RT_LOG_01517,USR_DRV_04,EV_10,Tata Punch,22.9,40,40.1,0,City,7.2,Downhill,0.7,18,57.4
RT_LOG_01518,USR_DRV_05,EV_08,Mahindra XUV 3XO EV,24.4,39.4,85.5,0,Highway,33.4,Uphill,0.86,17.6,70.5
RT_LOG_01519,USR_DRV_03,EV_06,Mahindra XUV 3XO EV,53.2,39.4,81.7,1,Highway,25.8,Uphill,0.85,59.9,138.3
RT_LOG_01520,USR_DRV_01,EV_06,Mahindra XUV 3XO EV,22.8,39.4,35.4,1,City,19.1,Downhill,0.87,110.8,95.5
RT_LOG_01521,USR_DRV_09,EV_03,Tata Punch,74.6,40,40.8,0,City,7.3,Downhill,0.76,69.2,210.2
RT_LOG_01522,USR_DRV_04,EV_10,Tata Punch,69,40,53.3,0,City,17.1,Flat,0.75,143.5,189.9
RT_LOG_01523,USR_DRV_04,EV_07,MG Windsor,89.3,52.9,44.3,1,City,29.3,Downhill,0.72,49,307.1
RT_LOG_01524,USR_DRV_03,EV_04,MG Windsor,90.7,52.9,99.4,0,Highway,34.2,Downhill,0.76,85.6,294.7
RT_LOG_01525,USR_DRV_07,EV_02,Tata Punch,54,40,103.2,1,Highway,13.1,Uphill,0.79,141.6,80.6
RT_LOG_01526,USR_DRV_05,EV_05,Mahindra XUV 3XO EV,62,39.4,97.5,0,Highway,11.7,Uphill,0.88,128,151.2
RT_LOG_01527,USR_DRV_01,EV_03,Tata Punch,61.4,40,73.1,0,Highway,17.3,Downhill,0.97,72.9,236.5
RT_LOG_01528,USR_DRV_08,EV_02,Tata Punch,29.3,40,76.2,0,Highway,9.8,Flat,0.94,114.1,85.2
RT_LOG_01529,USR_DRV_06,EV_07,MG Windsor,75.6,52.9,36.9,0,City,6.4,Flat,0.78,85.4,242.8
RT_LOG_01530,USR_DRV_08,EV_09,Tata Punch,55.3,40,85.7,0,Highway,30.7,Downhill,0.91,59,199.7
RT_LOG_01531,USR_DRV_03,EV_04,MG Windsor,67.4,52.9,111.6,0,Highway,12.5,Uphill,0.99,39.3,183.2
RT_LOG_01532,USR_DRV_02,EV_10,Tata Punch,87,40,74.9,0,Highway,17.8,Flat,0.99,131.4,297.6
RT_LOG_01533,USR_DRV_02,EV_01,MG Windsor,80.1,52.9,46.2,1,City,29.6,Flat,0.79,74.3,263.5
RT_LOG_01534,USR_DRV_09,EV_04,MG Windsor,15.1,52.9,51.5,1,City,41.7,Flat,0.76,91.1,40.6
RT_LOG_01535,USR_DRV_02,EV_03,Tata Punch,45.8,40,44.3,0,City,12.7,Flat,0.96,139,156.5
RT_LOG_01536,USR_DRV_07,EV_08,Mahindra XUV 3XO EV,77.7,39.4,17.1,0,City,9.3,Uphill,0.82,23.8,207.3
RT_LOG_01537,USR_DRV_02,EV_10,Tata Punch,75,40,76.1,1,Highway,29.5,Downhill,0.93,140.2,241.7
RT_LOG_01538,USR_DRV_10,EV_04,MG Windsor,13.3,52.9,32.3,1,City,12.7,Flat,0.9,71,50.2
RT_LOG_01539,USR_DRV_05,EV_09,Tata Punch,19.3,40,77.9,0,Highway,15.5,Downhill,0.9,95.7,66.8
RT_LOG_01540,USR_DRV_06,EV_01,MG Windsor,61.9,52.9,114.2,0,Highway,27.1,Uphill,0.74,126.8,131.7
RT_LOG_01541,USR_DRV_06,EV_06,Mahindra XUV 3XO EV,74.9,39.4,47.4,0,City,34.8,Flat,0.91,87.5,316.3
RT_LOG_01542,USR_DRV_10,EV_08,Mahindra XUV 3XO EV,84.1,39.4,24.2,1,City,9.4,Uphill,0.76,140.6,185.3
RT_LOG_01543,USR_DRV_09,EV_06,Mahindra XUV 3XO EV,44.9,39.4,23.5,0,City,14.6,Flat,0.97,117.9,204.4
RT_LOG_01544,USR_DRV_08,EV_01,MG Windsor,48,52.9,97.6,1,Highway,13.5,Uphill,0.78,29.1,92.9
RT_LOG_01545,USR_DRV_08,EV_02,Tata Punch,48.8,40,31.5,0,City,9.7,Uphill,0.86,142,102.6
RT_LOG_01546,USR_DRV_06,EV_05,Mahindra XUV 3XO EV,95.8,39.4,48.1,0,City,13.2,Downhill,0.96,9.7,490.1
RT_LOG_01547,USR_DRV_01,EV_10,Tata Punch,42.7,40,113,1,Highway,18.6,Uphill,0.89,58.8,74.1
RT_LOG_01548,USR_DRV_06,EV_06,Mahindra XUV 3XO EV,35.7,39.4,52.8,1,City,22.7,Flat,0.74,122.5,111.1
RT_LOG_01549,USR_DRV_01,EV_02,Tata Punch,14,40,45.8,0,City,6.4,Flat,0.94,111.8,41
RT_LOG_01550,USR_DRV_04,EV_02,Tata Punch,50.4,40,104.4,0,Highway,23.1,Uphill,0.85,83.9,94.3
RT_LOG_01551,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,19.7,39.4,49.7,0,City,41,Downhill,0.72,17.2,71.1
RT_LOG_01552,USR_DRV_07,EV_08,Mahindra XUV 3XO EV,19.1,39.4,33.5,0,City,17.3,Flat,0.94,46.7,88.8
RT_LOG_01553,USR_DRV_05,EV_08,Mahindra XUV 3XO EV,37,39.4,77.9,0,Highway,5.9,Downhill,0.83,55.6,141.2
RT_LOG_01554,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,48.3,39.4,96.8,1,Highway,6.1,Flat,0.87,53.4,127.2
RT_LOG_01555,USR_DRV_04,EV_10,Tata Punch,46.2,40,111.5,1,Highway,37.9,Uphill,0.95,16.4,80.4
RT_LOG_01556,USR_DRV_09,EV_04,MG Windsor,84.8,52.9,70.9,0,Highway,41.3,Uphill,0.82,19.5,215.2
RT_LOG_01557,USR_DRV_10,EV_01,MG Windsor,78,52.9,17,1,City,29.7,Flat,0.97,10.4,315.4
RT_LOG_01558,USR_DRV_05,EV_10,Tata Punch,31.2,40,47.8,1,City,26.2,Uphill,0.77,149.6,54.8
RT_LOG_01559,USR_DRV_03,EV_01,MG Windsor,33,52.9,47.3,1,City,28.9,Downhill,0.95,139.7,148.9
RT_LOG_01560,USR_DRV_10,EV_09,Tata Punch,99.1,40,40.9,0,City,22.1,Uphill,0.91,123,244.3
RT_LOG_01561,USR_DRV_09,EV_05,Mahindra XUV 3XO EV,19.2,39.4,113,0,Highway,13,Uphill,0.99,75.3,54
RT_LOG_01562,USR_DRV_04,EV_04,MG Windsor,84.8,52.9,89.7,0,Highway,32.3,Downhill,0.9,91.3,393.4
RT_LOG_01563,USR_DRV_02,EV_10,Tata Punch,50.1,40,17.7,1,City,11.1,Uphill,0.95,143.6,105
RT_LOG_01564,USR_DRV_04,EV_08,Mahindra XUV 3XO EV,14.6,39.4,106.9,0,Highway,8.9,Uphill,0.72,28,28.8
RT_LOG_01565,USR_DRV_01,EV_05,Mahindra XUV 3XO EV,18.6,39.4,24.4,1,City,38.3,Flat,0.73,69.4,50.7
RT_LOG_01566,USR_DRV_09,EV_09,Tata Punch,66.3,40,111.8,0,Highway,35.2,Flat,0.99,139.6,188.7
RT_LOG_01567,USR_DRV_05,EV_09,Tata Punch,22.4,40,33.1,1,City,24.3,Downhill,0.98,87.8,80.1
RT_LOG_01568,USR_DRV_09,EV_06,Mahindra XUV 3XO EV,49.4,39.4,36.6,0,City,35,Uphill,0.86,65.7,146.9
RT_LOG_01569,USR_DRV_02,EV_03,Tata Punch,85.8,40,95.4,1,Highway,27,Flat,0.93,101.9,208.5
RT_LOG_01570,USR_DRV_09,EV_08,Mahindra XUV 3XO EV,70.7,39.4,105.6,1,Highway,25.7,Downhill,0.75,110.3,207.3
RT_LOG_01571,USR_DRV_08,EV_01,MG Windsor,34,52.9,80.3,0,Highway,14.6,Flat,0.94,66.4,141.8
RT_LOG_01572,USR_DRV_01,EV_08,Mahindra XUV 3XO EV,91,39.4,22.1,1,City,29.9,Downhill,0.87,37.5,385
RT_LOG_01573,USR_DRV_06,EV_02,Tata Punch,80.1,40,96.1,1,Highway,11.7,Downhill,0.71,92.7,160
RT_LOG_01574,USR_DRV_05,EV_10,Tata Punch,43.9,40,43.8,1,City,5.9,Uphill,0.85,27,76.7
RT_LOG_01575,USR_DRV_03,EV_09,Tata Punch,40.4,40,76.4,1,Highway,26.5,Flat,0.95,64,116.8
RT_LOG_01576,USR_DRV_03,EV_01,MG Windsor,55.2,52.9,25.6,1,City,24.7,Downhill,0.77,11,202.4
RT_LOG_01577,USR_DRV_05,EV_07,MG Windsor,53.2,52.9,97.1,0,Highway,20.7,Downhill,0.95,17.9,219.3
RT_LOG_01578,USR_DRV_02,EV_10,Tata Punch,90.6,40,29.3,0,City,41.9,Flat,0.91,20.7,267.4
RT_LOG_01579,USR_DRV_07,EV_01,MG Windsor,40.8,52.9,16.8,1,City,16.9,Downhill,0.73,53.2,144.1
RT_LOG_01580,USR_DRV_01,EV_03,Tata Punch,42.4,40,103.8,1,Highway,10.4,Flat,0.88,67.2,90.5
RT_LOG_01581,USR_DRV_04,EV_05,Mahindra XUV 3XO EV,34.6,39.4,88.1,0,Highway,22.4,Downhill,0.85,137.2,155.7
RT_LOG_01582,USR_DRV_09,EV_03,Tata Punch,73,40,36.9,0,City,37.1,Uphill,0.95,26.1,177.4
RT_LOG_01583,USR_DRV_08,EV_05,Mahindra XUV 3XO EV,47.2,39.4,46.5,1,City,28,Uphill,0.89,142.3,133
RT_LOG_01584,USR_DRV_10,EV_09,Tata Punch,65.6,40,43,1,City,30.8,Downhill,0.83,139.9,198.9
RT_LOG_01585,USR_DRV_05,EV_02,Tata Punch,39.5,40,114.1,0,Highway,9.1,Downhill,0.74,91.9,87.9
RT_LOG_01586,USR_DRV_08,EV_06,Mahindra XUV 3XO EV,32.2,39.4,110,0,Highway,18,Flat,0.84,66.3,106.2
RT_LOG_01587,USR_DRV_04,EV_10,Tata Punch,58.4,40,79.3,1,Highway,14.2,Downhill,0.89,19.5,179.8
RT_LOG_01588,USR_DRV_06,EV_06,Mahindra XUV 3XO EV,64,39.4,91.8,0,Highway,5.9,Downhill,0.9,48.7,219.5
RT_LOG_01589,USR_DRV_09,EV_10,Tata Punch,32.5,40,26.7,1,City,41.9,Downhill,0.96,118.9,104.5
RT_LOG_01590,USR_DRV_09,EV_10,Tata Punch,49.1,40,88.5,1,Highway,34.2,Uphill,0.75,123.9,84.6
RT_LOG_01591,USR_DRV_06,EV_07,MG Windsor,87.9,52.9,104,1,Highway,24.9,Flat,0.87,118.5,255.7
RT_LOG_01592,USR_DRV_06,EV_04,MG Windsor,27.3,52.9,32,0,City,36.7,Uphill,0.78,63.6,71
RT_LOG_01593,USR_DRV_03,EV_03,Tata Punch,79.3,40,101.5,0,Highway,9,Downhill,0.8,93.2,193.1
RT_LOG_01594,USR_DRV_01,EV_01,MG Windsor,72.5,52.9,77.2,0,Highway,9.4,Flat,0.79,144.7,237.4
RT_LOG_01595,USR_DRV_07,EV_08,Mahindra XUV 3XO EV,72.5,39.4,84,0,Highway,33.3,Downhill,0.72,9,267.7
RT_LOG_01596,USR_DRV_05,EV_02,Tata Punch,18.3,40,94,1,Highway,41.8,Flat,0.93,147,36.7
RT_LOG_01597,USR_DRV_08,EV_10,Tata Punch,56.5,40,91.7,1,Highway,41.7,Flat,0.76,16.5,100.5
RT_LOG_01598,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,93.8,39.4,52.2,1,City,21.5,Downhill,0.82,43.2,370.7
RT_LOG_01599,USR_DRV_07,EV_02,Tata Punch,23.3,40,51.8,0,City,12.5,Uphill,0.77,115.2,46.8
RT_LOG_01600,USR_DRV_04,EV_07,MG Windsor,41.1,52.9,109,0,Highway,22.1,Uphill,0.99,97.2,115.7
RT_LOG_01601,USR_DRV_05,EV_09,Tata Punch,25.7,40,19.9,0,City,23.6,Uphill,0.81,114.1,59.3
RT_LOG_01602,USR_DRV_01,EV_01,MG Windsor,70.8,52.9,81.5,1,Highway,15.6,Uphill,0.8,26.1,166
RT_LOG_01603,USR_DRV_02,EV_02,Tata Punch,22.6,40,21.2,1,City,15.6,Downhill,0.88,111.8,75.8
RT_LOG_01604,USR_DRV_10,EV_02,Tata Punch,50.6,40,104.4,0,Highway,29.6,Downhill,0.89,112.6,151.8
RT_LOG_01605,USR_DRV_01,EV_04,MG Windsor,88.1,52.9,100.8,0,Highway,38.2,Uphill,0.91,100,212.6
RT_LOG_01606,USR_DRV_02,EV_10,Tata Punch,80.6,40,48.1,1,City,17.2,Downhill,0.76,61.1,227.5
RT_LOG_01607,USR_DRV_04,EV_06,Mahindra XUV 3XO EV,74.7,39.4,25.7,0,City,17.2,Flat,0.96,6.7,345.5
RT_LOG_01608,USR_DRV_02,EV_09,Tata Punch,16.2,40,89.8,1,Highway,24,Flat,0.95,55.1,44.8
RT_LOG_01609,USR_DRV_05,EV_05,Mahindra XUV 3XO EV,92.5,39.4,81.8,1,Highway,7,Downhill,0.76,82.6,284.7
RT_LOG_01610,USR_DRV_02,EV_08,Mahindra XUV 3XO EV,64.2,39.4,33,0,City,5.6,Downhill,0.9,137,274.6
RT_LOG_01611,USR_DRV_06,EV_04,MG Windsor,67.9,52.9,20.9,1,City,40.5,Downhill,0.9,131.7,268.2
RT_LOG_01612,USR_DRV_10,EV_10,Tata Punch,62.1,40,50.4,0,City,16.3,Uphill,0.84,106.9,143.7
RT_LOG_01613,USR_DRV_02,EV_05,Mahindra XUV 3XO EV,85.6,39.4,25.2,0,City,6.3,Flat,0.96,148,342.4
RT_LOG_01614,USR_DRV_07,EV_05,Mahindra XUV 3XO EV,25.8,39.4,51.2,0,City,26.9,Flat,0.86,39.5,108
RT_LOG_01615,USR_DRV_03,EV_02,Tata Punch,98.7,40,71.4,0,Highway,39.9,Downhill,0.76,30,276.3
RT_LOG_01616,USR_DRV_01,EV_10,Tata Punch,60.1,40,21.7,0,City,6.7,Flat,0.7,38.4,135.8
RT_LOG_01617,USR_DRV_01,EV_02,Tata Punch,72.2,40,90.8,1,Highway,9.2,Flat,0.85,96.5,145.6
RT_LOG_01618,USR_DRV_09,EV_08,Mahindra XUV 3XO EV,74.3,39.4,15.4,0,City,35.3,Flat,0.81,120.5,277.4
RT_LOG_01619,USR_DRV_04,EV_09,Tata Punch,36,40,99.2,0,Highway,26.8,Flat,0.94,45.1,100.9
RT_LOG_01620,USR_DRV_09,EV_03,Tata Punch,27.5,40,88.4,1,Highway,35.8,Flat,0.71,33.8,58.7
RT_LOG_01621,USR_DRV_01,EV_08,Mahindra XUV 3XO EV,85.2,39.4,111.2,0,Highway,18.7,Uphill,0.98,143.1,243.3
RT_LOG_01622,USR_DRV_08,EV_02,Tata Punch,39.8,40,32.4,1,City,20.6,Flat,0.72,136.2,90.7
RT_LOG_01623,USR_DRV_06,EV_05,Mahindra XUV 3XO EV,88.1,39.4,43.2,0,City,41.5,Flat,0.94,83.5,356.4
RT_LOG_01624,USR_DRV_10,EV_10,Tata Punch,34.2,40,71.9,0,Highway,18.6,Downhill,0.93,67.3,126.5
RT_LOG_01625,USR_DRV_05,EV_09,Tata Punch,22.7,40,77.2,1,Highway,34,Downhill,0.77,67.9,60.1
RT_LOG_01626,USR_DRV_10,EV_02,Tata Punch,52.5,40,105.2,0,Highway,18.5,Uphill,0.94,67.2,107.7
RT_LOG_01627,USR_DRV_02,EV_10,Tata Punch,50.9,40,71.1,0,Highway,9.7,Flat,0.74,132.8,121.2
RT_LOG_01628,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,86.4,39.4,30.2,1,City,41.2,Downhill,0.96,115.4,367.8
RT_LOG_01629,USR_DRV_10,EV_06,Mahindra XUV 3XO EV,94.1,39.4,46.4,1,City,17.4,Uphill,0.99,22.1,294.3
RT_LOG_01630,USR_DRV_05,EV_02,Tata Punch,70.4,40,34.5,1,City,27.3,Flat,0.73,102.6,165.8
RT_LOG_01631,USR_DRV_09,EV_03,Tata Punch,35.2,40,112.3,1,Highway,14.9,Flat,0.74,141.7,66.1
RT_LOG_01632,USR_DRV_10,EV_02,Tata Punch,50.4,40,102.4,1,Highway,14.9,Flat,0.73,85.3,95.9
RT_LOG_01633,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,85,39.4,27.8,0,City,5.1,Downhill,0.74,127.5,294.1
RT_LOG_01634,USR_DRV_01,EV_10,Tata Punch,11.6,40,17.5,1,City,13.1,Downhill,0.97,64.5,42.8
RT_LOG_01635,USR_DRV_08,EV_03,Tata Punch,29,40,26.1,1,City,41.7,Downhill,0.75,86.2,71
RT_LOG_01636,USR_DRV_05,EV_01,MG Windsor,15.3,52.9,93.4,0,Highway,11,Uphill,0.92,39.9,35.7
RT_LOG_01637,USR_DRV_07,EV_02,Tata Punch,45.1,40,70.3,0,Highway,7.2,Uphill,0.98,98,102.5
RT_LOG_01638,USR_DRV_01,EV_02,Tata Punch,20.5,40,113.9,0,Highway,36.2,Flat,0.99,100.3,55.9
RT_LOG_01639,USR_DRV_07,EV_02,Tata Punch,77.3,40,44.8,0,City,40,Uphill,0.72,87.6,137.3
RT_LOG_01640,USR_DRV_01,EV_08,Mahindra XUV 3XO EV,16.4,39.4,96.7,0,Highway,5.2,Uphill,0.78,106.6,34.6
RT_LOG_01641,USR_DRV_02,EV_09,Tata Punch,61.7,40,95.3,1,Highway,30.9,Flat,0.94,25.4,150.1
RT_LOG_01642,USR_DRV_08,EV_07,MG Windsor,63.4,52.9,49.6,1,City,17.8,Downhill,0.78,143.7,237.5
RT_LOG_01643,USR_DRV_07,EV_02,Tata Punch,96.3,40,54.1,0,City,34.8,Downhill,0.72,135.7,282.1
RT_LOG_01644,USR_DRV_02,EV_01,MG Windsor,33.2,52.9,21.1,1,City,13.2,Flat,0.72,134.4,94.8
RT_LOG_01645,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,33,39.4,28.5,0,City,20.6,Flat,0.82,44.6,129.8
RT_LOG_01646,USR_DRV_01,EV_07,MG Windsor,50.3,52.9,54.6,1,City,38,Downhill,0.85,84.3,194.6
RT_LOG_01647,USR_DRV_06,EV_04,MG Windsor,44.4,52.9,88.3,0,Highway,25,Uphill,0.8,69.6,119.3
RT_LOG_01648,USR_DRV_05,EV_01,MG Windsor,45.4,52.9,97.9,1,Highway,8,Uphill,0.75,86.9,78.1
RT_LOG_01649,USR_DRV_01,EV_10,Tata Punch,13.1,40,110.6,1,Highway,9,Uphill,0.89,49.9,17.7
RT_LOG_01650,USR_DRV_10,EV_02,Tata Punch,90.1,40,53,0,City,22.1,Downhill,0.98,18.7,370.8
RT_LOG_01651,USR_DRV_01,EV_03,Tata Punch,39.6,40,101.7,1,Highway,30.2,Flat,0.91,30.7,93.8
RT_LOG_01652,USR_DRV_07,EV_10,Tata Punch,43.4,40,27.6,1,City,30.8,Flat,0.9,149.7,126.9
RT_LOG_01653,USR_DRV_03,EV_03,Tata Punch,49.4,40,105.3,1,Highway,37.3,Flat,0.7,129.7,86.1
RT_LOG_01654,USR_DRV_01,EV_02,Tata Punch,38.8,40,79.7,0,Highway,38.5,Uphill,0.99,99.9,94
RT_LOG_01655,USR_DRV_05,EV_08,Mahindra XUV 3XO EV,67,39.4,71.4,1,Highway,6.6,Uphill,0.73,69.2,126.8
RT_LOG_01656,USR_DRV_03,EV_08,Mahindra XUV 3XO EV,63.5,39.4,52.2,1,City,28.8,Flat,0.9,125.2,238.1
RT_LOG_01657,USR_DRV_07,EV_05,Mahindra XUV 3XO EV,96.2,39.4,53.8,0,City,12.5,Downhill,0.74,45.2,375
RT_LOG_01658,USR_DRV_01,EV_04,MG Windsor,48.6,52.9,72.9,1,Highway,28.2,Flat,0.99,148.6,189.1
RT_LOG_01659,USR_DRV_10,EV_10,Tata Punch,90.3,40,85.6,0,Highway,38.6,Downhill,0.87,26.2,290.3
RT_LOG_01660,USR_DRV_02,EV_01,MG Windsor,15.3,52.9,95.6,0,Highway,28.8,Uphill,0.87,141.7,40.6
RT_LOG_01661,USR_DRV_09,EV_01,MG Windsor,16.6,52.9,102.3,1,Highway,14.7,Downhill,0.97,149.4,61.9
RT_LOG_01662,USR_DRV_03,EV_04,MG Windsor,69.6,52.9,83.8,1,Highway,36.9,Flat,0.7,76.2,182.3
RT_LOG_01663,USR_DRV_03,EV_06,Mahindra XUV 3XO EV,39.5,39.4,21.4,1,City,35.7,Flat,0.85,147.9,135.1
RT_LOG_01664,USR_DRV_03,EV_07,MG Windsor,26.5,52.9,33.4,1,City,11.8,Flat,0.89,100.9,93.6
RT_LOG_01665,USR_DRV_03,EV_04,MG Windsor,81,52.9,84.9,0,Highway,7.6,Downhill,0.94,87.8,350.4
RT_LOG_01666,USR_DRV_07,EV_01,MG Windsor,42.1,52.9,40.5,1,City,23.9,Flat,0.7,133.5,120
RT_LOG_01667,USR_DRV_07,EV_07,MG Windsor,50,52.9,39.7,0,City,15.4,Downhill,0.8,146.4,219.3
RT_LOG_01668,USR_DRV_06,EV_10,Tata Punch,60.1,40,84.5,0,Highway,8.2,Downhill,0.92,116.8,195.9
RT_LOG_01669,USR_DRV_07,EV_01,MG Windsor,30.8,52.9,31.8,0,City,34.5,Downhill,0.74,58.7,120.6
RT_LOG_01670,USR_DRV_02,EV_05,Mahindra XUV 3XO EV,51.6,39.4,110,0,Highway,5,Uphill,0.73,121.2,95.1
RT_LOG_01671,USR_DRV_04,EV_09,Tata Punch,10.6,40,32.3,0,City,8.7,Downhill,0.92,29.8,35.9
RT_LOG_01672,USR_DRV_09,EV_02,Tata Punch,57,40,102.5,1,Highway,25.9,Uphill,0.73,21.2,80.2
RT_LOG_01673,USR_DRV_09,EV_06,Mahindra XUV 3XO EV,39.9,39.4,44.2,1,City,26.1,Uphill,0.91,73.2,116
RT_LOG_01674,USR_DRV_02,EV_07,MG Windsor,60,52.9,43.4,1,City,38.9,Uphill,0.86,122.2,150.1
RT_LOG_01675,USR_DRV_04,EV_02,Tata Punch,59.3,40,97.4,0,Highway,23.8,Downhill,0.84,30,168
RT_LOG_01676,USR_DRV_06,EV_05,Mahindra XUV 3XO EV,88,39.4,54.8,0,City,11.2,Uphill,0.75,12.8,223.8
RT_LOG_01677,USR_DRV_10,EV_05,Mahindra XUV 3XO EV,58.3,39.4,20.4,0,City,7.2,Flat,0.78,75.7,190.9
RT_LOG_01678,USR_DRV_04,EV_03,Tata Punch,93.2,40,17.6,1,City,26.4,Downhill,0.76,6.5,257.4
RT_LOG_01679,USR_DRV_01,EV_03,Tata Punch,13.3,40,54.1,1,City,39.7,Downhill,0.74,128.6,31.1
RT_LOG_01680,USR_DRV_08,EV_08,Mahindra XUV 3XO EV,42.3,39.4,42.8,0,City,14,Downhill,0.76,135.3,175.9
RT_LOG_01681,USR_DRV_09,EV_02,Tata Punch,47.6,40,31.3,1,City,12.3,Downhill,1,13.3,168.7
RT_LOG_01682,USR_DRV_10,EV_04,MG Windsor,94.1,52.9,90.6,1,Highway,19.7,Downhill,0.73,82.9,263.1
RT_LOG_01683,USR_DRV_02,EV_01,MG Windsor,68.7,52.9,31.6,0,City,22.4,Uphill,0.96,10.9,235.9
RT_LOG_01684,USR_DRV_10,EV_09,Tata Punch,29.6,40,25.5,1,City,7.5,Uphill,0.82,26.9,49
RT_LOG_01685,USR_DRV_04,EV_02,Tata Punch,47.8,40,35,1,City,20,Uphill,0.99,65.6,116
RT_LOG_01686,USR_DRV_07,EV_08,Mahindra XUV 3XO EV,95.9,39.4,30.3,1,City,39.4,Flat,0.87,121.6,324.7
RT_LOG_01687,USR_DRV_01,EV_05,Mahindra XUV 3XO EV,62.3,39.4,83.5,0,Highway,21.3,Uphill,0.82,33.5,173.6
RT_LOG_01688,USR_DRV_04,EV_04,MG Windsor,61.1,52.9,70.4,1,Highway,11.2,Flat,0.74,29.5,166.3
RT_LOG_01689,USR_DRV_02,EV_02,Tata Punch,36.6,40,25.2,1,City,29.6,Downhill,0.8,99.9,108.5
RT_LOG_01690,USR_DRV_05,EV_03,Tata Punch,19.1,40,36.4,1,City,40.1,Downhill,0.99,94.6,65.1
RT_LOG_01691,USR_DRV_07,EV_03,Tata Punch,67.6,40,110.8,0,Highway,29.3,Downhill,0.9,43.2,203.4
RT_LOG_01692,USR_DRV_06,EV_04,MG Windsor,89.9,52.9,112.6,0,Highway,37.9,Downhill,0.72,82.1,265.7
RT_LOG_01693,USR_DRV_05,EV_04,MG Windsor,95.4,52.9,47.4,0,City,7.9,Downhill,0.95,128,439.2
RT_LOG_01694,USR_DRV_07,EV_01,MG Windsor,43.6,52.9,86.6,1,Highway,33.8,Uphill,0.97,86.7,121.7
RT_LOG_01695,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,46.1,39.4,102.5,1,Highway,40,Uphill,0.99,68.3,107.8
RT_LOG_01696,USR_DRV_05,EV_07,MG Windsor,44.8,52.9,113.3,0,Highway,20.9,Uphill,0.74,30.7,93.6
RT_LOG_01697,USR_DRV_01,EV_09,Tata Punch,72.8,40,37.9,1,City,23.8,Uphill,0.76,62.9,130.1
RT_LOG_01698,USR_DRV_06,EV_10,Tata Punch,44.3,40,108,0,Highway,9.2,Flat,0.7,131.2,81.7
RT_LOG_01699,USR_DRV_04,EV_06,Mahindra XUV 3XO EV,79.9,39.4,25.6,1,City,9.5,Uphill,0.72,101.8,165.4
RT_LOG_01700,USR_DRV_09,EV_10,Tata Punch,27.6,40,52.6,0,City,16.1,Uphill,0.97,36,74.6
RT_LOG_01701,USR_DRV_08,EV_10,Tata Punch,47.1,40,80.2,0,Highway,6.1,Downhill,0.91,22.7,150
RT_LOG_01702,USR_DRV_06,EV_03,Tata Punch,22.8,40,18.2,1,City,8.4,Downhill,0.78,27.7,57.9
RT_LOG_01703,USR_DRV_05,EV_03,Tata Punch,49,40,81.7,1,Highway,6.8,Uphill,0.76,144.9,76.6
RT_LOG_01704,USR_DRV_01,EV_09,Tata Punch,47,40,109.4,0,Highway,13.2,Uphill,0.84,24.1,84.1
RT_LOG_01705,USR_DRV_06,EV_07,MG Windsor,26.9,52.9,70.2,1,Highway,38.7,Downhill,0.95,139.1,109.1
RT_LOG_01706,USR_DRV_06,EV_03,Tata Punch,83.2,40,16,1,City,17,Downhill,0.9,11.6,271.7
RT_LOG_01707,USR_DRV_03,EV_08,Mahindra XUV 3XO EV,87.1,39.4,44.2,0,City,16.4,Uphill,0.84,127.8,260.9
RT_LOG_01708,USR_DRV_07,EV_01,MG Windsor,64.4,52.9,53.7,0,City,33.5,Flat,0.93,81.7,278.9
RT_LOG_01709,USR_DRV_02,EV_08,Mahindra XUV 3XO EV,99.4,39.4,22.9,0,City,19,Uphill,0.81,27.4,290.8
RT_LOG_01710,USR_DRV_03,EV_01,MG Windsor,64.1,52.9,38,1,City,34,Uphill,0.74,59.2,145.3
RT_LOG_01711,USR_DRV_04,EV_04,MG Windsor,23.4,52.9,40.6,1,City,13.4,Downhill,0.76,80.7,83.5
RT_LOG_01712,USR_DRV_01,EV_05,Mahindra XUV 3XO EV,42.7,39.4,101.1,0,Highway,33.9,Flat,0.74,66.4,117.7
RT_LOG_01713,USR_DRV_06,EV_01,MG Windsor,52.3,52.9,51.3,1,City,6.7,Flat,0.82,77.2,158.5
RT_LOG_01714,USR_DRV_09,EV_03,Tata Punch,84.7,40,30.2,0,City,5.5,Flat,0.75,19.5,198.2
RT_LOG_01715,USR_DRV_09,EV_04,MG Windsor,90.4,52.9,43.2,1,City,29.7,Downhill,0.83,107.6,356.6
RT_LOG_01716,USR_DRV_05,EV_07,MG Windsor,53.1,52.9,89.9,1,Highway,9.8,Flat,0.99,144.8,194.4
