vehicle_id,driver_id,trip_id,manufacturer,car_model,manufacturing_year,vehicle_age_years,vehicle_weight_kg,battery_capacity_kwh,max_range_km,motor_power_kw,max_power_bhp,odometer_km,current_battery_percent,state_of_charge_soc,state_of_health_soh,battery_voltage,battery_temperature_c,battery_cycle_count,charging_status,charging_type,charging_power_kw,charging_duration_min,regenerative_braking_kwh,energy_consumed_kwh,energy_efficiency_wh_per_km,estimated_remaining_range_km,current_speed_kmph,average_speed_kmph,acceleration_rate,harsh_braking_count,sharp_turn_count,idle_time_minutes,brake_usage_frequency,driving_mode,driver_behavior_score,cruise_control_usage,trip_distance_km,trip_duration_min,start_city,destination_city,road_type,traffic_level,elevation_gain_m,avg_gradient_percent,stops_count,route_risk_score,outside_temperature_c,humidity_percent,weather_condition,wind_speed_kmph,road_condition,air_conditioning_usage,heater_usage,season,maintenance_status,maintenance_required,last_service_days,tire_pressure_psi,brake_health_percent,motor_temperature_c,inverter_temperature_c,error_codes_count,downtime_hours,in_garage_or_running,timestamp,hour,day_of_week,weekend_flag,month,quarter,trip_feasible,failure_risk_score,charging_time_remaining_min,anomaly_flag
EV_0002,DRV_007,TRIP_004522,MG,Comet EV,2025,1,815,17.3,230,41.42,41.42,211674.58,40.47,40.47,89.82,658.55,29.03,2046,1,Fast AC,19.78,52.48,5.62,0.56,85.87,167.55,57.99,44.71,3.23,7,13,6.79,0.93,Eco,56.81,0,6.49,8.71,Hyderabad,Chennai,Mixed,Medium,1081.55,3.56,5,23.94,24.38,35.52,Rainy,46.37,Wet,0,0,Winter,Good,0,196,35.78,87.5,37.27,42.02,10,23.84,Running,2026-11-06 00:09:40,0,Friday,0,11,4,1,13.67,31.24,0
EV_0012,DRV_009,TRIP_004523,Tata,Harrier EV,2019,7,2300,75.0,622,175.0,390.0,104003.16,74.73,74.73,80.6,534.37,37.78,1349,1,Fast AC,8.32,540.87,7.87,13.93,199.56,419.26,55.15,44.27,2.08,14,7,10.75,0.83,Sport,55.26,0,69.78,94.57,Coimbatore,Coimbatore,City,Medium,162.81,7.54,19,49.91,30.0,57.13,Sunny,53.75,Good,0,0,Winter,Good,0,171,39.05,65.0,45.49,44.91,3,184.98,Garage,2025-12-31 21:10:26,21,Wednesday,0,12,4,1,19.35,136.68,0
EV_0017,DRV_004,TRIP_004524,Tata,Punch EV,2021,5,1300,40.0,350,95.0,127.0,141143.36,60.84,60.84,81.05,532.78,38.0,2237,0,Fast AC,13.67,175.57,4.59,2.77,144.2,265.81,37.15,31.79,1.89,18,9,42.98,0.98,Normal,44.83,0,19.21,36.26,Chennai,Mumbai,City,High,2364.74,6.61,8,39.32,33.17,71.84,Sunny,13.55,Good,1,0,Summer,Warning,0,224,38.3,63.0,51.58,49.11,5,106.46,Running,2026-05-26 21:28:29,21,Tuesday,0,5,2,1,20.24,68.75,0
EV_0010,DRV_008,TRIP_004525,MG,ZS EV,2026,0,1540,50.3,461,129.0,174.33,227614.9,20.52,20.52,97.84,494.84,35.44,540,0,Slow AC,3.81,792.13,6.63,7.1,132.39,128.62,18.8,14.0,3.02,4,1,9.79,0.42,Normal,81.44,0,53.63,229.84,Mumbai,Coimbatore,City,Medium,109.8,6.36,34,18.55,32.22,72.95,Sunny,57.55,Good,1,0,Winter,Good,0,324,34.31,94.0,49.63,44.27,9,40.17,Running,2026-01-24 03:48:50,3,Saturday,1,1,1,1,8.79,629.58,0
EV_0009,DRV_009,TRIP_004526,MG,Windsor EV,2020,6,1800,52.9,449,100.0,134.0,59980.8,46.71,46.71,83.51,576.51,32.65,1123,0,Slow AC,6.01,528.12,9.9,1.5,124.78,302.54,22.11,19.75,5.47,4,14,72.87,0.4,Normal,54.59,0,12.04,36.58,Pune,Mumbai,City,High,2230.03,8.05,25,45.5,23.75,46.37,Sunny,46.69,Good,0,0,Winter,Good,0,60,39.17,82.0,46.67,40.03,6,171.31,Garage,2025-02-06 20:54:51,20,Thursday,0,2,1,1,16.12,281.44,0
EV_0008,DRV_008,TRIP_004527,Tata,Punch EV,2018,8,1300,40.0,350,95.0,127.0,83695.67,93.16,93.16,82.76,332.61,31.98,310,0,Slow AC,6.91,347.32,6.47,20.57,140.62,417.37,55.9,40.04,2.81,3,14,1.01,0.36,Normal,64.57,0,146.3,219.23,Bangalore,Coimbatore,Mixed,Low,671.63,4.92,2,4.26,28.35,40.84,Sunny,53.36,Good,0,0,Monsoon,Warning,0,170,29.95,79.5,37.46,36.71,10,48.45,Running,2025-06-04 01:58:46,1,Wednesday,0,6,2,1,20.93,23.76,0
EV_0013,DRV_008,TRIP_004528,MG,Comet EV,2023,3,815,17.3,230,41.42,41.42,220428.86,14.49,14.49,91.97,521.54,44.37,508,1,Fast AC,14.19,73.15,7.21,6.71,159.03,37.72,103.14,75.77,4.83,1,13,1.96,0.98,Eco,64.01,1,42.22,33.43,Coimbatore,Hyderabad,Highway,Low,1618.23,11.03,3,37.78,34.22,45.3,Cloudy,12.59,Good,1,0,Summer,Good,0,153,39.5,92.5,53.62,52.0,4,139.5,Running,2026-04-16 10:42:52,10,Thursday,0,4,2,0,8.38,62.55,0
EV_0020,DRV_010,TRIP_004529,Mahindra,BE 6,2019,7,1950,59.0,683,170.0,228.0,229916.99,76.93,76.93,74.32,708.4,37.72,2921,0,Slow AC,5.69,622.14,13.0,2.79,197.87,477.98,44.31,36.75,4.19,12,15,41.15,0.92,Eco,40.93,0,14.1,23.02,Chennai,Coimbatore,Mixed,High,1994.86,4.25,5,57.69,33.96,66.57,Stormy,9.93,Damaged,1,0,Monsoon,Warning,0,266,36.57,68.0,56.79,47.6,7,87.39,Running,2026-06-05 20:31:19,20,Friday,0,6,2,1,23.17,143.53,0
EV_0017,DRV_001,TRIP_004530,Tata,Curvv EV,2020,6,1500,55.0,502,123.0,165.0,48766.04,59.99,59.99,84.21,645.72,29.98,947,0,Fast AC,17.25,191.3,9.06,39.26,153.44,353.28,84.57,69.83,2.41,0,0,17.56,0.8,Eco,92.77,0,255.87,219.85,Mumbai,Delhi,Mixed,Medium,1621.52,4.95,4,27.53,25.37,93.33,Cloudy,3.19,Good,0,0,Monsoon,Good,0,115,34.15,88.0,45.08,34.58,3,157.23,Running,2025-08-29 00:39:38,0,Friday,0,8,3,1,12.2,76.54,0
EV_0018,DRV_008,TRIP_004531,Tata,Curvv EV,2021,5,1500,55.0,502,123.0,165.0,93637.47,26.33,26.33,79.69,674.07,28.89,2577,0,Fast AC,19.41,170.02,2.6,5.85,162.24,146.65,60.33,42.67,2.28,20,6,16.08,0.26,Eco,44.16,0,36.06,50.71,Pune,Chennai,Mixed,Medium,887.1,13.73,0,2.76,24.46,74.34,Sunny,36.31,Good,0,0,Summer,Good,0,261,28.45,60.0,40.3,40.44,3,56.22,Running,2025-05-04 11:39:22,11,Sunday,1,5,2,1,19.83,125.25,0
EV_0001,DRV_004,TRIP_004532,MG,Windsor EV,2021,5,1800,52.9,449,100.0,134.0,79739.9,13.28,13.28,82.58,589.43,42.61,1856,1,Slow AC,5.5,577.09,14.56,10.17,196.05,54.75,84.16,81.85,4.29,7,3,56.43,0.8,Eco,68.63,0,51.85,38.01,Hyderabad,Bangalore,Mixed,High,89.68,5.96,1,2.58,32.5,61.09,Sunny,58.36,Good,1,0,Winter,Good,0,190,34.65,79.5,48.55,47.12,9,95.11,Running,2026-01-14 09:48:40,9,Wednesday,0,1,1,1,18.73,500.45,0
EV_0001,DRV_005,TRIP_004533,Tata,Harrier EV,2023,3,2300,75.0,622,175.0,390.0,1675.16,23.35,23.35,84.54,418.36,28.19,2364,0,Slow AC,5.88,765.31,1.93,1.27,178.13,146.76,30.24,25.96,1.94,18,14,40.21,0.4,Sport,37.18,0,7.14,16.5,Bangalore,Coimbatore,City,High,65.65,8.01,19,20.42,21.81,66.55,Sunny,50.95,Good,0,0,Monsoon,Good,0,356,37.37,67.0,36.57,41.68,2,176.69,Running,2026-07-19 18:44:43,18,Sunday,1,7,3,1,15.11,586.61,0
EV_0019,DRV_003,TRIP_004534,MG,ZS EV,2026,0,1540,50.3,461,129.0,174.33,3601.24,76.16,76.16,95.05,315.26,46.14,1013,0,Fast AC,21.91,137.75,8.82,18.37,180.2,350.71,54.82,52.99,3.23,18,12,72.38,0.46,Sport,36.31,0,101.97,115.46,Chennai,Mumbai,Mixed,High,78.17,12.53,1,81.02,39.48,88.39,Rainy,50.25,Wet,1,0,Summer,Good,0,49,39.14,73.0,61.35,55.05,9,96.6,Running,2026-05-08 19:07:16,19,Friday,0,5,2,1,14.74,32.84,0
EV_0014,DRV_003,TRIP_004535,Tata,Punch EV,2026,0,1300,40.0,350,95.0,127.0,15383.05,75.25,75.25,93.01,430.77,33.43,1748,0,DC Fast,287.89,8.34,1.04,2.58,149.99,316.07,63.76,56.78,4.09,6,1,2.87,0.34,Normal,74.23,0,17.19,18.16,Kochi,Coimbatore,Mixed,Low,1651.04,6.37,1,27.14,29.47,76.25,Sunny,36.72,Good,0,0,Winter,Good,0,33,29.64,91.0,39.81,41.42,8,192.2,Running,2025-02-01 10:03:52,10,Saturday,1,2,1,1,10.0,2.06,0
EV_0019,DRV_002,TRIP_004536,Tata,Punch EV,2018,8,1300,40.0,350,95.0,127.0,158213.74,36.84,36.84,76.14,309.81,43.03,1965,0,Fast AC,14.71,163.15,4.04,2.97,218.06,106.43,133.04,125.52,5.55,20,12,42.66,0.09,Sport,25.35,1,13.62,6.51,Kochi,Coimbatore,Highway,High,2314.69,3.64,5,91.98,33.62,80.86,Sunny,43.9,Good,1,0,Monsoon,Warning,0,276,27.38,54.0,50.38,48.18,9,161.61,Running,2026-08-09 09:22:22,9,Sunday,1,8,3,1,28.21,103.05,0
EV_0009,DRV_005,TRIP_004537,Mahindra,BE 6,2026,0,1950,59.0,683,170.0,228.0,139891.97,27.94,27.94,94.05,309.05,34.96,1487,0,Slow AC,4.04,876.24,3.37,3.61,186.44,184.24,54.81,47.95,0.73,2,1,12.84,0.44,Eco,92.31,0,19.34,24.2,Bangalore,Bangalore,City,Medium,227.59,0.17,11,58.38,25.02,69.5,Sunny,56.41,Good,0,0,Winter,Good,0,135,32.41,97.0,46.62,42.63,5,91.43,Running,2025-10-08 21:21:27,21,Wednesday,0,10,4,1,5.99,631.42,0
EV_0015,DRV_003,TRIP_004538,Mahindra,XUV BXO EV,2018,8,1400,40.0,456,100.0,148.0,38835.99,51.66,51.66,82.12,540.63,32.63,469,0,Fast AC,20.68,116.05,2.5,9.02,151.99,278.98,65.47,63.07,2.05,16,1,0.25,0.13,Normal,60.35,0,59.32,56.43,Coimbatore,Hyderabad,Mixed,Low,375.16,7.71,4,9.35,25.23,72.29,Foggy,11.73,Wet,0,0,Winter,Warning,0,70,39.48,60.0,42.47,46.32,7,66.15,Running,2025-11-27 12:10:09,12,Thursday,0,11,4,1,23.72,56.1,0
EV_0010,DRV_003,TRIP_004539,MG,Comet EV,2025,1,815,17.3,230,41.42,41.42,57291.22,37.67,37.67,94.86,709.56,33.47,786,0,DC Fast,348.72,2.98,12.81,2.62,67.22,155.95,28.57,24.86,0.62,15,11,13.79,0.63,Sport,51.64,0,38.99,94.1,Mumbai,Mumbai,City,Medium,681.32,4.83,15,84.33,25.68,65.49,Sunny,11.11,Good,0,0,Monsoon,Good,0,352,36.56,75.5,52.23,39.31,1,104.69,Running,2025-08-18 00:36:02,0,Monday,0,8,3,1,8.66,1.86,0
EV_0006,DRV_008,TRIP_004540,Tata,Curvv EV,2019,7,1500,55.0,502,123.0,165.0,185954.54,88.55,88.55,74.32,335.05,36.31,2921,0,Fast AC,10.39,317.61,14.7,3.3,150.27,532.47,28.9,25.57,2.93,8,7,19.39,0.98,Normal,64.71,0,21.95,51.51,Hyderabad,Bangalore,City,Medium,824.19,10.05,23,52.17,32.93,64.95,Sunny,49.88,Good,1,0,Winter,Good,0,198,34.33,74.0,44.56,41.28,1,128.01,Garage,2026-11-14 05:21:32,5,Saturday,1,11,4,1,17.17,36.37,0
EV_0008,DRV_009,TRIP_004541,MG,Comet EV,2023,3,815,17.3,230,41.42,41.42,117424.59,80.34,80.34,84.26,406.78,42.86,2436,0,Slow AC,5.9,175.93,2.58,23.8,131.82,252.32,58.96,45.75,1.18,14,4,19.39,0.2,Eco,62.46,0,180.55,236.79,Coimbatore,Coimbatore,City,Medium,1293.47,7.5,34,73.66,34.25,79.16,Sunny,30.56,Good,1,0,Monsoon,Good,0,239,30.99,73.0,59.76,54.74,7,166.65,Running,2025-06-12 15:13:01,15,Thursday,0,6,2,1,17.43,34.59,0
EV_0019,DRV_009,TRIP_004542,Mahindra,BE 6,2023,3,1950,59.0,683,170.0,228.0,26014.21,55.53,55.53,90.71,654.26,30.98,822,0,DC Fast,202.68,17.47,12.42,3.46,146.63,465.58,19.68,18.65,3.19,9,12,16.14,0.17,Eco,54.43,0,23.63,76.02,Kochi,Chennai,City,Medium,1303.58,2.26,26,78.49,24.36,71.39,Rainy,57.85,Wet,0,0,Winter,Good,0,226,27.25,80.5,38.16,39.1,10,150.8,Running,2026-12-19 10:00:59,10,Saturday,1,12,4,1,16.2,7.77,0
EV_0002,DRV_010,TRIP_004543,Tata,Punch EV,2026,0,1300,40.0,350,95.0,127.0,201821.33,35.35,35.35,92.65,694.94,31.92,1838,1,Slow AC,5.07,473.37,8.68,69.8,196.27,113.47,129.28,94.28,3.41,20,15,79.71,0.12,Normal,27.27,1,355.64,226.33,Hyderabad,Delhi,Highway,High,843.06,8.21,0,63.46,24.2,48.25,Sunny,57.69,Good,0,0,Winter,Good,0,356,28.57,70.0,40.39,38.4,6,176.46,Running,2026-01-26 19:35:47,19,Monday,0,1,1,0,13.84,306.03,0
EV_0013,DRV_003,TRIP_004544,Tata,Punch EV,2025,1,1300,40.0,350,95.0,127.0,194947.15,67.49,67.49,94.64,468.58,55.3,840,0,Slow AC,4.79,501.04,12.38,93.78,193.67,219.54,90.26,84.74,5.28,12,0,11.59,0.28,Sport,60.16,1,484.2,342.84,Bangalore,Coimbatore,Highway,Medium,875.03,5.41,2,60.81,31.16,62.59,Sunny,33.81,Good,1,0,Monsoon,Good,0,306,34.91,80.0,43.31,47.85,3,30.79,Running,2026-09-21 04:34:52,4,Monday,0,9,3,0,9.09,162.89,1
EV_0003,DRV_001,TRIP_004545,MG,Comet EV,2026,0,815,17.3,230,41.42,41.42,192857.32,40.14,40.14,95.83,730.72,37.52,1018,0,Fast AC,16.02,64.79,12.27,0.16,115.33,144.09,35.01,26.96,6.34,3,5,17.77,0.88,Normal,67.48,0,1.36,3.03,Coimbatore,Coimbatore,City,Medium,1361.91,1.63,31,87.31,35.49,59.03,Rainy,17.94,Wet,1,0,Winter,Good,0,245,31.39,95.5,56.9,49.41,3,23.35,Running,2025-01-24 01:09:48,1,Friday,0,1,1,1,4.42,38.78,0
EV_0003,DRV_010,TRIP_004546,Tata,Curvv EV,2020,6,1500,55.0,502,123.0,165.0,118513.48,43.76,43.76,84.76,670.85,36.58,811,1,Slow AC,6.29,524.64,12.47,12.85,174.63,226.43,73.56,67.2,5.63,10,1,81.08,0.69,Normal,61.61,0,73.61,65.72,Chennai,Hyderabad,Mixed,High,1004.66,12.58,5,36.52,30.29,68.15,Sunny,44.96,Good,1,0,Monsoon,Good,0,46,25.88,73.0,50.08,47.1,8,123.47,Garage,2026-07-07 17:38:46,17,Tuesday,0,7,3,1,19.56,295.06,0
EV_0008,DRV_010,TRIP_004547,Mahindra,XUV BXO EV,2022,4,1400,40.0,456,100.0,148.0,70075.58,77.9,77.9,81.18,434.6,33.65,2706,0,Fast AC,12.25,195.92,8.34,14.24,124.77,512.47,49.71,42.22,6.09,9,11,11.9,0.33,Sport,47.23,0,114.09,162.14,Mumbai,Coimbatore,City,Medium,1625.84,14.46,21,38.8,29.74,71.33,Sunny,59.59,Good,0,0,Winter,Good,0,356,32.78,78.5,43.95,37.85,10,114.92,Running,2026-11-22 05:27:52,5,Sunday,1,11,4,1,19.58,43.3,0
EV_0010,DRV_005,TRIP_004548,Mahindra,XEV 9S,2020,6,2150,79.0,679,210.0,282.0,85131.74,67.95,67.95,83.05,601.05,27.77,1238,0,DC Fast,203.14,23.33,0.28,2.82,185.37,448.01,58.22,47.1,7.3,9,14,10.74,0.56,Normal,39.1,0,15.22,19.39,Coimbatore,Coimbatore,Mixed,Medium,1797.79,0.69,5,89.18,23.15,56.33,Stormy,0.42,Damaged,0,0,Summer,Warning,0,236,38.68,74.5,38.44,38.95,10,161.27,Running,2026-05-09 05:50:11,5,Saturday,1,5,2,1,21.11,7.48,0
EV_0003,DRV_008,TRIP_004549,Tata,Punch EV,2026,0,1300,40.0,350,95.0,127.0,79074.01,55.62,55.62,93.45,783.52,32.76,1637,0,Fast AC,20.37,117.82,10.7,75.46,143.84,243.61,78.42,69.87,4.86,14,8,8.82,0.42,Sport,45.42,1,524.58,450.48,Kochi,Kochi,Highway,Medium,851.0,5.32,1,30.35,25.99,71.96,Sunny,30.99,Good,0,0,Winter,Good,0,349,38.27,79.0,46.42,39.42,0,74.82,Running,2025-11-16 00:51:50,0,Sunday,1,11,4,0,6.89,52.29,0
EV_0004,DRV_004,TRIP_004550,Tata,Punch EV,2025,1,1300,40.0,350,95.0,127.0,22588.33,74.85,74.85,91.64,518.08,45.42,1589,0,Fast AC,8.75,274.29,14.92,9.29,148.69,317.14,63.19,58.55,6.74,2,4,11.43,0.05,Eco,69.78,0,62.51,64.06,Mumbai,Hyderabad,Mixed,Medium,446.13,6.42,2,23.46,34.28,86.21,Sunny,4.05,Good,1,0,Summer,Good,0,105,34.74,95.0,59.14,52.7,9,32.79,Running,2026-04-29 15:37:19,15,Wednesday,0,4,2,1,10.59,68.98,0
EV_0018,DRV_008,TRIP_004551,Tata,Punch EV,2020,6,1300,40.0,350,95.0,127.0,66103.73,48.35,48.35,79.6,334.47,40.99,2099,0,Fast AC,13.77,174.29,2.28,11.54,196.18,155.27,115.44,96.72,2.75,2,5,70.39,0.73,Normal,80.25,1,58.82,36.49,Chennai,Bangalore,Highway,High,2272.65,10.81,0,28.89,32.36,89.22,Rainy,59.6,Wet,1,0,Monsoon,Good,0,208,25.56,85.0,50.28,52.7,2,129.07,Running,2026-06-15 17:58:36,17,Monday,0,6,2,1,13.35,90.02,0
EV_0018,DRV_002,TRIP_004552,Tata,Punch EV,2018,8,1300,40.0,350,95.0,127.0,127046.55,57.45,57.45,80.97,362.45,35.11,758,1,DC Fast,151.34,15.86,14.83,1.18,136.42,265.31,46.87,36.5,2.54,12,5,7.28,0.7,Eco,60.88,0,8.64,14.2,Coimbatore,Bangalore,City,Medium,2243.06,8.82,15,37.06,25.02,51.47,Sunny,31.08,Good,0,0,Winter,Warning,0,53,29.14,66.0,41.42,46.02,5,103.85,Running,2026-01-10 15:48:48,15,Saturday,1,1,1,1,21.01,6.75,0
EV_0007,DRV_006,TRIP_004553,Mahindra,XUV BXO EV,2021,5,1400,40.0,456,100.0,148.0,182813.44,36.64,36.64,81.82,371.72,35.62,2045,1,Slow AC,4.4,545.45,13.08,6.18,193.66,155.29,139.16,133.95,6.69,5,5,6.45,0.82,Normal,62.43,1,31.93,14.3,Delhi,Delhi,Highway,Medium,79.31,3.94,4,55.48,22.92,23.04,Rainy,4.82,Wet,0,0,Summer,Good,0,15,33.66,82.5,49.65,42.55,4,60.3,Running,2026-03-06 04:45:09,4,Friday,0,3,1,1,14.42,345.6,0
EV_0004,DRV_003,TRIP_004554,Tata,Harrier EV,2022,4,2300,75.0,622,175.0,390.0,172301.73,64.82,64.82,87.78,432.97,38.33,1055,0,Fast AC,20.53,219.19,10.52,101.92,183.42,395.66,30.93,28.56,6.52,5,1,1.99,0.22,Eco,68.94,0,555.64,1167.31,Chennai,Chennai,City,Low,1354.87,4.98,9,22.74,34.63,72.43,Sunny,31.25,Good,1,0,Winter,Good,0,81,35.25,84.5,55.38,41.49,8,144.46,Running,2025-12-30 04:49:46,4,Tuesday,0,12,4,0,14.93,77.11,0
EV_0004,DRV_003,TRIP_004555,Mahindra,BE 6,2024,2,1950,59.0,683,170.0,228.0,192978.22,58.86,58.86,84.97,748.01,36.08,2757,0,Slow AC,5.69,622.14,3.79,7.44,175.67,411.92,44.98,43.67,6.92,14,6,5.03,0.44,Sport,42.24,0,42.33,58.16,Kochi,Kochi,City,Medium,1932.97,6.96,6,39.2,27.14,80.67,Foggy,11.96,Wet,0,0,Winter,Good,0,50,25.44,75.0,41.84,45.22,3,42.11,Running,2025-10-26 17:31:47,17,Sunday,1,10,4,1,13.26,255.95,0
EV_0020,DRV_005,TRIP_004556,Tata,Harrier EV,2023,3,2300,75.0,622,175.0,390.0,80476.01,53.76,53.76,92.48,789.59,35.21,379,0,Slow AC,3.03,1485.15,1.45,128.0,224.52,268.08,84.02,67.75,1.84,6,15,12.29,0.57,Normal,59.98,0,570.11,504.89,Hyderabad,Coimbatore,Mixed,Medium,175.92,6.42,3,33.41,26.71,68.84,Foggy,15.71,Wet,0,0,Winter,Good,0,274,32.38,85.0,42.8,42.61,10,38.73,Running,2025-02-21 22:23:33,22,Friday,0,2,1,0,14.63,686.73,0
EV_0009,DRV_009,TRIP_004557,MG,Windsor EV,2025,1,1800,52.9,449,100.0,134.0,41817.7,64.97,64.97,88.57,560.31,34.76,2357,0,Slow AC,4.63,685.53,5.03,3.04,154.12,340.7,33.16,28.59,5.44,19,3,0.83,0.44,Normal,41.18,0,19.73,41.41,Bangalore,Kochi,City,Low,1929.27,12.0,40,56.02,28.64,51.57,Sunny,43.71,Good,0,0,Summer,Good,0,168,35.59,69.5,48.35,42.9,4,74.05,Running,2025-04-26 11:02:04,11,Saturday,1,4,2,1,13.98,240.14,0
EV_0005,DRV_001,TRIP_004558,Mahindra,XUV BXO EV,2021,5,1400,40.0,456,100.0,148.0,87816.93,44.48,44.48,81.4,681.63,42.63,2150,0,Slow AC,3.73,643.43,5.99,13.79,173.28,210.69,77.95,66.84,7.62,10,2,72.75,0.02,Normal,54.14,0,79.6,71.45,Kochi,Pune,Mixed,High,1177.7,9.71,4,93.51,30.77,82.81,Cloudy,52.21,Good,1,0,Monsoon,Good,0,21,30.05,75.0,59.71,45.93,4,124.68,Running,2026-06-05 09:53:47,9,Friday,0,6,2,1,16.4,357.23,0
EV_0013,DRV_009,TRIP_004559,Tata,Curvv EV,2018,8,1500,55.0,502,123.0,165.0,243127.98,20.57,20.57,82.18,764.21,44.73,456,0,Slow AC,6.67,494.75,8.72,0.36,177.8,104.54,78.1,60.07,6.27,1,14,3.95,0.62,Normal,58.19,1,2.05,2.05,Hyderabad,Delhi,Highway,Low,1201.84,3.81,2,66.35,33.96,60.05,Stormy,5.76,Damaged,1,0,Winter,Good,0,281,34.25,82.5,58.19,48.76,2,135.36,Running,2025-10-24 12:38:00,12,Friday,0,10,4,1,14.33,392.98,0
EV_0020,DRV_010,TRIP_004560,MG,ZS EV,2025,1,1540,50.3,461,129.0,174.33,248068.59,26.47,26.47,87.01,453.73,36.59,2747,0,Slow AC,3.02,999.34,5.33,3.86,139.22,157.77,51.92,49.43,2.36,10,1,15.85,0.09,Normal,71.42,0,27.69,33.61,Mumbai,Pune,City,Medium,1255.99,5.42,13,11.7,27.1,84.92,Sunny,15.25,Good,0,0,Summer,Good,0,173,33.8,83.0,46.28,42.67,2,82.0,Garage,2026-05-01 05:59:33,5,Friday,0,5,2,1,9.5,734.81,0
EV_0004,DRV_003,TRIP_004561,MG,ZS EV,2022,4,1540,50.3,461,129.0,174.33,228062.65,87.47,87.47,87.12,561.89,28.48,1219,0,Slow AC,6.6,457.27,6.99,26.2,146.56,495.24,45.65,40.85,5.06,18,11,84.28,0.01,Normal,32.32,0,178.8,262.62,Mumbai,Pune,City,High,1466.65,11.7,25,95.76,25.77,70.95,Rainy,26.56,Wet,0,0,Monsoon,Warning,0,7,38.18,65.0,37.23,42.72,10,56.57,Running,2025-07-09 17:17:27,17,Wednesday,0,7,3,1,21.47,57.3,0
EV_0001,DRV_008,TRIP_004562,Tata,Punch EV,2022,4,1300,40.0,350,95.0,127.0,94163.19,15.19,15.19,84.79,525.12,40.19,1802,0,DC Fast,37.96,63.22,10.83,18.23,197.81,48.38,121.14,120.1,1.37,15,14,0.12,0.34,Normal,44.89,1,92.17,46.05,Mumbai,Pune,Highway,Low,1114.03,12.22,1,35.34,32.67,70.81,Foggy,41.71,Wet,1,0,Monsoon,Good,0,317,28.93,69.5,59.59,48.88,3,183.53,Running,2026-08-14 11:32:55,11,Friday,0,8,3,0,15.68,53.62,0
EV_0016,DRV_009,TRIP_004563,MG,Windsor EV,2023,3,1800,52.9,449,100.0,134.0,229765.23,47.62,47.62,91.36,764.98,44.77,379,0,DC Fast,251.83,12.6,12.7,7.58,184.37,208.75,55.76,52.72,5.41,13,6,18.86,0.76,Normal,48.77,0,41.13,46.81,Chennai,Coimbatore,Mixed,Medium,20.45,13.27,4,29.15,40.61,74.18,Sunny,55.87,Good,1,0,Monsoon,Good,0,206,30.24,74.5,63.52,49.17,0,95.91,Running,2025-07-15 20:31:03,20,Tuesday,0,7,3,1,10.04,6.6,0
EV_0013,DRV_008,TRIP_004564,Tata,Harrier EV,2025,1,2300,75.0,622,175.0,390.0,140221.81,73.15,73.15,94.3,715.33,43.0,904,0,Slow AC,5.77,779.9,7.92,4.42,245.91,333.04,86.1,65.54,2.14,14,4,3.11,0.12,Eco,59.58,0,17.97,16.45,Chennai,Chennai,Mixed,Low,1457.87,3.44,1,68.49,35.41,77.77,Sunny,18.41,Good,1,0,Monsoon,Good,0,58,37.93,77.0,48.75,49.67,9,5.12,Running,2026-09-29 10:53:01,10,Tuesday,0,9,3,1,14.43,209.4,0
EV_0009,DRV_009,TRIP_004565,MG,ZS EV,2022,4,1540,50.3,461,129.0,174.33,118477.31,67.26,67.26,81.41,516.31,38.74,2648,0,Slow AC,4.51,669.18,5.17,100.36,198.76,280.8,105.98,83.92,5.06,11,9,20.1,0.63,Normal,49.32,1,504.95,361.02,Kochi,Bangalore,Highway,High,1031.77,2.93,2,43.34,32.52,70.87,Cloudy,46.2,Good,1,0,Winter,Good,0,348,39.84,75.5,48.58,43.15,0,94.0,Garage,2025-01-16 07:55:08,7,Thursday,0,1,1,0,12.77,219.09,0
EV_0020,DRV_002,TRIP_004566,Mahindra,BE 6,2018,8,1950,59.0,683,170.0,228.0,233245.35,1.07,1.07,72.9,609.29,40.83,2775,1,Slow AC,4.81,735.97,12.32,28.97,180.01,7.31,79.26,70.34,5.26,10,8,3.42,0.55,Normal,52.22,0,160.92,137.26,Kochi,Pune,Mixed,Low,2130.95,6.16,4,40.85,29.69,76.6,Sunny,2.88,Good,0,0,Monsoon,Warning,0,37,30.93,69.0,57.81,47.95,4,21.58,Running,2026-09-19 13:10:56,13,Saturday,1,9,3,0,21.52,728.1,0
EV_0009,DRV_010,TRIP_004567,Mahindra,XUV BXO EV,2024,2,1400,40.0,456,100.0,148.0,219817.55,74.02,74.02,95.24,387.45,30.8,189,0,Fast AC,18.16,132.16,1.37,19.62,155.44,390.86,80.7,75.62,7.87,4,4,10.0,0.57,Sport,62.39,0,126.2,100.13,Hyderabad,Pune,Mixed,Medium,1868.78,2.14,4,52.74,25.22,41.98,Sunny,42.57,Good,0,0,Monsoon,Good,0,183,31.93,90.0,43.02,38.46,3,177.91,Running,2025-07-03 04:36:57,4,Thursday,0,7,3,1,6.94,34.34,0
